1553678_a_at,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",ITGB1,,,,
1553679_s_at,"vitamin K epoxide reductase complex, subunit 1-like 1",VKORC1L1,,,,
1553681_a_at,perforin 1 (pore forming protein),PRF1,,,,
1553682_at,F-box and leucine-rich repeat protein 14,FBXL14,,,,
1553683_s_at,F-box and leucine-rich repeat protein 14,FBXL14,,,,
1553684_at,peptidylprolyl isomerase (cyclophilin)-like 6,PPIL6,,,,
1553685_s_at,Sp1 transcription factor,SP1,,,,
1553686_at,chromosome 18 open reading frame 25,C18orf25,,,,
1553688_at,methyltransferase like 6,METTL6,,,,
1553689_s_at,methyltransferase like 6,METTL6,,,,
1553690_at,shugoshin-like 1 (S. pombe),SGOL1,,,,
1553691_at,"beta-1,3-N-acetylgalactosaminyltransferase 2",B3GALNT2,,,,
1553693_s_at,carbonyl reductase 4,CBR4,,,,
1553694_a_at,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha",PIK3C2A,,,,
1553695_a_at,NLR family member X1,NLRX1,,,,
1553696_s_at,zinc finger protein 569,ZNF569,,,,
1553697_at,"centriole, cilia and spindle-associated protein",CCSAP,,,,
1553698_a_at,"centriole, cilia and spindle-associated protein",CCSAP,,,,
1553701_a_at,dual specificity phosphatase 18,DUSP18,,,,
1553702_at,zinc finger protein 697,ZNF697,,,,
1553703_at,zinc finger protein 791,ZNF791,,,,
1553704_x_at,zinc finger protein 791,ZNF791,,,,
1553705_a_at,"cholinergic receptor, muscarinic 3",CHRM3,,,,
1553706_at,HtrA serine peptidase 4,HTRA4,,,,
1553708_at,long intergenic non-protein coding RNA 525,LINC00525,,,,
1553709_a_at,pre-mRNA processing factor 38A,PRPF38A,,,,
1553710_at,"family with sequence similarity 218, member A",FAM218A,,,,
1553711_a_at,"family with sequence similarity 218, member A",FAM218A,,,,
1553713_a_at,Ras homolog enriched in brain like 1,RHEBL1,,,,
1553715_s_at,"family with sequence similarity 195, member A",FAM195A,,,,
1553717_at,potassium channel tetramerization domain containing 7 /// RAB guanine nucleotide exchange factor (GEF) 1,KCTD7 ,,,,
1553718_at,zinc finger protein 548,ZNF548,,,,
1553719_s_at,zinc finger protein 548,ZNF548,,,,
1553720_a_at,APC membrane recruitment protein 2,AMER2,,,,
1553721_at,ring finger protein 152,RNF152,,,,
1553722_s_at,ring finger protein 152,RNF152,,,,
1553723_at,G protein-coupled receptor 97,GPR97,,,,
1553725_s_at,zinc finger protein 644,ZNF644,,,,
1553726_s_at,"TBC1 domain family, member 32",TBC1D32,,,,
1553727_at,"beta-1,4-N-acetyl-galactosaminyl transferase 3",B4GALNT3,,,,
1553728_at,leucine rich repeat containing 43,LRRC43,,,,
1553729_s_at,leucine rich repeat containing 43,LRRC43,,,,
1553730_x_at,leucine rich repeat containing 43,LRRC43,,,,
1553732_s_at,centrosomal protein 89kDa,CEP89,,,,
1553734_at,adenylate kinase 7,AK7,,,,
1553736_at,"zinc finger, C3H1-type containing",ZFC3H1,,,,
1553739_at,interleukin-1 receptor-associated kinase 2,IRAK2,,,,
1553740_a_at,interleukin-1 receptor-associated kinase 2,IRAK2,,,,
1553741_at,long intergenic non-protein coding RNA 337,LINC00337,,,,
1553743_at,methyltransferase like 21A,METTL21A,,,,
1553746_a_at,otogelin-like,OTOGL,,,,
1553747_at,uncharacterized LOC85009,MGC16025,,,,
1553749_at,"family with sequence similarity 76, member B",FAM76B,,,,
1553750_a_at,"family with sequence similarity 76, member B",FAM76B,,,,
1553752_at,spermatogenesis associated 25,SPATA25,,,,
1553755_at,nucleoredoxin-like 1,NXNL1,,,,
1553756_at,GLIS3 antisense RNA 1,GLIS3-AS1,,,,
1553757_at,IQ motif containing G,IQCG,,,,
1553759_at,minichromosome maintenance complex component 9,MCM9,,,,
1553761_at,proline rich 14-like,PRR14L,,,,
1553764_a_at,ajuba LIM protein,AJUBA,,,,
1553765_a_at,kelch-like family member 32,KLHL32,,,,
1553768_a_at,"discoidin, CUB and LCCL domain containing 1",DCBLD1,,,,
1553769_at,SLAM family member 9,SLAMF9,,,,
1553770_a_at,SLAM family member 9,SLAMF9,,,,
1553772_at,glycerol kinase 5 (putative),GK5,,,,
1553775_at,uncharacterized FLJ31715,FLJ31715,,,,
1553776_at,ubiquitin-conjugating enzyme E2U (putative),UBE2U,,,,
1553778_at,Williams Beuren syndrome chromosome region 27,WBSCR27,,,,
1553780_at,long intergenic non-protein coding RNA 638,LINC00638,,,,
1553781_at,"zinc finger CCCH-type, antiviral 1-like",ZC3HAV1L,,,,
1553785_at,"RasGEF domain family, member 1B",RASGEF1B,,,,
1553787_at,chromosome 11 open reading frame 45,C11orf45,,,,
1553789_a_at,chromosome 21 open reading frame 58,C21orf58,,,,
1553792_at,KIAA1109,KIAA1109,,,,
1553793_a_at,KIAA1109,KIAA1109,,,,
1553794_at,stomatin (EPB72)-like 3,STOML3,,,,
1553796_at,long intergenic non-protein coding RNA 1105,LINC01105,,,,
1553797_a_at,long intergenic non-protein coding RNA 1105,LINC01105,,,,
1553798_a_at,F-box and leucine-rich repeat protein 13,FBXL13,,,,
1553799_at,"family with sequence similarity 227, member B",FAM227B,,,,
1553801_a_at,D-tyrosyl-tRNA deacylase 2 (putative),DTD2,,,,
1553802_a_at,SRY (sex determining region Y)-box 3,SOX3,,,,
1553803_at,spermatogenesis associated 32,SPATA32,,,,
1553804_a_at,spermatogenesis associated 32,SPATA32,,,,
1553805_at,chromosome 3 open reading frame 49,C3orf49,,,,
1553808_a_at,NK2 homeobox 3,NKX2-3,,,,
1553809_a_at,transmembrane protein 252,TMEM252,,,,
1553810_a_at,KIAA1524,KIAA1524,,,,
1553811_at,FAM222A antisense RNA 1,FAM222A-AS1,,,,
1553812_at,transducin-like enhancer of split 6,TLE6,,,,
1553813_s_at,transducin-like enhancer of split 6,TLE6,,,,
1553815_a_at,transcription elongation factor A (SII) N-terminal and central domain containing,TCEANC,,,,
1553817_at,"putative POM121-like protein 1-like /// putative POM121-like protein 1-like /// POM121 transmembrane nucleoporin-like 10, pseudogene /// POM121 transmembrane nucleoporin-like 1, pseudogene /// POM121 transmembrane nucleoporin-like 4 pseudogene /// POM121 transmembrane nucleoporin-like 8 pseudogene /// POM121 transmembrane nucleoporin-like 9, pseudogene",LOC102725315 ,,,,
1553818_x_at,"putative POM121-like protein 1-like /// putative POM121-like protein 1-like /// POM121 transmembrane nucleoporin-like 10, pseudogene /// POM121 transmembrane nucleoporin-like 1, pseudogene /// POM121 transmembrane nucleoporin-like 4 pseudogene /// POM121 transmembrane nucleoporin-like 8 pseudogene /// POM121 transmembrane nucleoporin-like 9, pseudogene",LOC102725315 ,,,,
1553821_at,HECT domain containing E3 ubiquitin protein ligase 4,HECTD4,,,,
1553822_at,receptor (chemosensory) transporter protein 1,RTP1,,,,
1553823_a_at,receptor (chemosensory) transporter protein 1,RTP1,,,,
1553826_a_at,proline rich 35,PRR35,,,,
1553828_at,"neurexophilin and PC-esterase domain family, member 1",NXPE1,,,,
1553829_at,CYP1B1 antisense RNA 1,CYP1B1-AS1,,,,
1553830_s_at,"melanoma antigen family A, 2 /// melanoma antigen family A, 2B",MAGEA2 ,,,,
1553831_at,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3D",APOBEC3D,,,,
1553832_at,long intergenic non-protein coding RNA 315,LINC00315,,,,
1553834_at,"collagen, type VI, alpha 5",COL6A5,,,,
1553835_a_at,"collagen, type VI, alpha 5",COL6A5,,,,
1553837_at,phosphoglycerate mutase family member 5,PGAM5,,,,
1553838_at,chromosome 4 open reading frame 45,C4orf45,,,,
1553839_at,coiled-coil domain containing 149,CCDC149,,,,
1553840_a_at,coiled-coil domain containing 149,CCDC149,,,,
1553842_at,BEN domain containing 2,BEND2,,,,
1553843_at,chromosome 10 open reading frame 67,C10orf67,,,,
1553844_a_at,chromosome 10 open reading frame 67,C10orf67,,,,
1553845_x_at,chromosome 10 open reading frame 67,C10orf67,,,,
1553846_at,spermatid associated,SPERT,,,,
1553847_a_at,spermatid associated,SPERT,,,,
1553849_at,CCDC26 long non-coding RNA,CCDC26,,,,
1553850_at,chromosome 21 open reading frame 88,C21orf88,,,,
1553851_at,Spi-C transcription factor (Spi-1/PU.1 related),SPIC,,,,
1553852_at,vacuolar protein sorting 13 homolog B (yeast),VPS13B,,,,
1553856_s_at,"purinergic receptor P2Y, G-protein coupled, 10",P2RY10,,,,
1553857_at,"immunoglobulin superfamily, member 22",IGSF22,,,,
1553858_at,zinc finger and BTB domain containing 3,ZBTB3,,,,
1553859_at,tryptophan hydroxylase 1,TPH1,,,,
1553860_at,DC-STAMP domain containing 1,DCST1,,,,
1553861_at,"t-complex 11, testis-specific-like 2",TCP11L2,,,,
1553863_at,WDFY family member 4,WDFY4,,,,
1553864_at,G protein-coupled receptor 26,GPR26,,,,
1553865_a_at,G protein-coupled receptor 26,GPR26,,,,
1553868_a_at,KIAA0825,KIAA0825,,,,
1553869_at,sestrin 3,SESN3,,,,
1553871_at,CSNK1G2 antisense RNA 1,CSNK1G2-AS1,,,,
1553872_at,N-acetyltransferase domain containing 1,NATD1,,,,
1553873_at,kelch-like family member 34,KLHL34,,,,
1553874_a_at,zinc finger and SCAN domain containing 10,ZSCAN10,,,,
1553875_s_at,zinc finger and SCAN domain containing 10,ZSCAN10,,,,
1553876_at,sterile alpha motif domain containing 3,SAMD3,,,,
1553878_at,glutamic-oxaloacetic transaminase 1-like 1,GOT1L1,,,,
1553879_a_at,glutamic-oxaloacetic transaminase 1-like 1,GOT1L1,,,,
1553880_at,chromosome 10 open reading frame 91,C10orf91,,,,
1553881_at,uncharacterized protein MGC16142,MGC16142,,,,
1553882_at,"long intergenic non-protein coding RNA 504 ///  /// Homo sapiens cDNA clone IMAGE:3604199, **** WARNING: chimeric clone ****.",LINC00504 ,,,,
1553883_at,zinc finger protein 99,ZNF99,,,,
1553885_x_at,zinc finger protein 99,ZNF99,,,,
1553886_at,coiled-coil domain containing 108,CCDC108,,,,
1553887_at,SIGLEC family like 1,SIGLECL1,,,,
1553888_at,lactate dehydrogenase A-like 6A,LDHAL6A,,,,
1553889_at,"MAS-related GPR, member X2",MRGPRX2,,,,
1553890_s_at,netrin 5,NTN5,,,,
1553891_at,Kruppel-like factor 17,KLF17,,,,
1553893_at,coiled-coil domain containing 105,CCDC105,,,,
1553894_at,coiled-coil domain containing 122,CCDC122,,,,
1553895_at,chromosome 11 open reading frame 42,C11orf42,,,,
1553898_a_at,uncharacterized protein DKFZp434L192,DKFZp434L192,,,,
1553900_s_at,"POM121 transmembrane nucleoporin-like 1, pseudogene /// POM121 transmembrane nucleoporin-like 8 pseudogene /// POM121 transmembrane nucleoporin-like 9, pseudogene",POM121L1P ,,,,
1553901_x_at,zinc finger protein 486,ZNF486,,,,
1553905_at,chromosome X open reading frame 22,CXorf22,,,,
1553906_s_at,"FYVE, RhoGEF and PH domain containing 2",FGD2,,,,
1553907_a_at,exonuclease 3'-5' domain containing 1,EXD1,,,,
1553909_x_at,"family with sequence similarity 178, member A",FAM178A,,,,
1553910_at,"neuroblastoma breakpoint family, member 4",NBPF4,,,,
1553911_at,"zinc finger protein 663, pseudogene",ZNF663P,,,,
1553912_at,long intergenic non-protein coding RNA 955,LINC00955,,,,
1553914_at,uncharacterized protein MGC34800,MGC34800,,,,
1553915_at,chromosome 10 open reading frame 126,C10orf126,,,,
1553917_at,"phosphoinositide kinase, FYVE finger containing",PIKFYVE,,,,
1553918_at,long intergenic non-protein coding RNA 479,LINC00479,,,,
1553919_at,chromosome 9 open reading frame 62,C9orf62,,,,
1553920_at,chromosome 9 open reading frame 84,C9orf84,,,,
1553923_at,"solute carrier family 22, member 24",SLC22A24,,,,
1553924_at,flavin containing monooxygenase 9 pseudogene,FMO9P,,,,
1553927_at,chromosome 7 open reading frame 33,C7orf33,,,,
1553928_at,ELMO/CED-12 domain containing 2,ELMOD2,,,,
1553929_at,alkaline ceramidase 1,ACER1,,,,
1553930_at,trace amine associated receptor 1,TAAR1,,,,
1553931_at,oligosaccharyltransferase complex subunit pseudogene 1,OSTCP1,,,,
1553934_at,long intergenic non-protein coding RNA 305,LINC00305,,,,
1553935_at,BFSP2 antisense RNA 1,BFSP2-AS1,,,,
1553936_a_at,BFSP2 antisense RNA 1,BFSP2-AS1,,,,
1553938_a_at,serine/threonine kinase 32A,STK32A,,,,
1553940_a_at,leucine rich repeat containing 28,LRRC28,,,,
1553943_at,NS3BP,NS3BP,,,,
1553944_at,"CTAGE family, member 5 /// melanoma inhibitory activity 2",CTAGE5 ,,,,
1553945_at,glycoprotein hormone beta 5,GPHB5,,,,
1553946_at,dermcidin,DCD,,,,
1553947_at,exosome component 6,EXOSC6,,,,
1553949_at,IQ motif and Sec7 domain 3,IQSEC3,,,,
1553952_at,"zinc finger, DHHC-type containing 19",ZDHHC19,,,,
1553954_at,"ALG14, UDP-N-acetylglucosaminyltransferase subunit",ALG14,,,,
1553955_at,"protein phosphatase 1, regulatory subunit 21",PPP1R21,,,,
1553956_at,transmembrane protein 237,TMEM237,,,,
1553957_at,zinc finger protein 564,ZNF564,,,,
1553959_a_at,"UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6",B3GALT6,,,,
1553960_at,sorting nexin family member 21,SNX21,,,,
1553961_s_at,sorting nexin family member 21,SNX21,,,,
1553962_s_at,ras homolog family member B,RHOB,,,,
1553963_at,ras homolog family member B,RHOB,,,,
1553965_x_at,ras homolog family member B,RHOB,,,,
1553967_at,"adenosine deaminase, tRNA-specific 3",ADAT3,,,,
1553968_a_at,"adenosine deaminase, tRNA-specific 3",ADAT3,,,,
1553970_s_at,carboxyl ester lipase,CEL,,,,
1553971_a_at,"GATS, stromal antigen 3 opposite strand",GATS,,,,
1553972_a_at,cystathionine-beta-synthase,CBS,,,,
1553973_a_at,"serine peptidase inhibitor, Kazal type 6",SPINK6,,,,
1553974_at,chromosome 22 open reading frame 39,C22orf39,,,,
1553976_a_at,deleted in primary ciliary dyskinesia homolog (mouse),DPCD,,,,
1553977_a_at,"cytochrome P450, family 39, subfamily A, polypeptide 1",CYP39A1,,,,
1553978_at,MEF2B neighbor,MEF2BNB,,,,
1553979_at,zinc finger protein 121,ZNF121,,,,
1553982_a_at,"RAB7B, member RAS oncogene family",RAB7B,,,,
1553983_at,deoxythymidylate kinase (thymidylate kinase),DTYMK,,,,
1553984_s_at,deoxythymidylate kinase (thymidylate kinase),DTYMK,,,,
1553986_at,RAS and EF-hand domain containing,RASEF,,,,
1553987_at,MAPKAPK5 antisense RNA 1,MAPKAPK5-AS1,,,,
1553989_a_at,"ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C2",ATP6V1C2,,,,
1553990_at,BRICHOS domain containing 5,BRICD5,,,,
1553991_s_at,uncharacterized LOC101928274 /// V-set and immunoglobulin domain containing 10,LOC101928274 ,,,,
1553992_s_at,neighbor of BRCA1 gene 2 (non-protein coding),NBR2,,,,
1553993_s_at,mediator complex subunit 25 /// microRNA 6800,MED25 ,,,,
1553994_at,"5'-nucleotidase, ecto (CD73)",NT5E,,,,
1553995_a_at,"5'-nucleotidase, ecto (CD73)",NT5E,,,,
1553997_a_at,aspartate beta-hydroxylase domain containing 1,ASPHD1,,,,
1553998_at,DMRT-like family C1 /// DMRT-like family C1B,DMRTC1 ,,,,
1554001_at,tripartite motif containing 37,TRIM37,,,,
1554003_at,Rho guanine nucleotide exchange factor (GEF) 28,ARHGEF28,,,,
1554004_a_at,Rho guanine nucleotide exchange factor (GEF) 28,ARHGEF28,,,,
1554006_a_at,lethal giant larvae homolog 2 (Drosophila),LLGL2,,,,
1554007_at,,,,,,
1554008_at,oncostatin M receptor,OSMR,,,,
1554010_at,N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1,NDST1,,,,
1554012_at,R-spondin 2,RSPO2,,,,
1554014_at,chromodomain helicase DNA binding protein 2,CHD2,,,,
1554015_a_at,chromodomain helicase DNA binding protein 2,CHD2,,,,
1554016_a_at,U6 snRNA biogenesis 1,USB1,,,,
1554017_at,Rab interacting lysosomal protein-like 1 /// small nuclear ribonucleoprotein 35kDa (U11/U12),RILPL1 ,,,,
1554018_at,glycoprotein (transmembrane) nmb,GPNMB,,,,
1554019_s_at,centrosomal protein 57kDa-like 1,CEP57L1,,,,
1554020_at,bicaudal D homolog 1 (Drosophila),BICD1,,,,
1554021_a_at,zinc finger protein 12,ZNF12,,,,
1554022_at,coiled-coil domain containing 13,CCDC13,,,,
1554023_s_at,coiled-coil domain containing 13,CCDC13,,,,
1554026_a_at,myosin X,MYO10,,,,
1554027_a_at,"solute carrier family 4 (sodium bicarbonate cotransporter), member 4",SLC4A4,,,,
1554029_a_at,tetratricopeptide repeat domain 37,TTC37,,,,
1554030_at,arylsulfatase B,ARSB,,,,
1554032_at,arylsulfatase B,ARSB,,,,
1554033_at,FERM domain containing 4A,FRMD4A,,,,
1554034_a_at,FERM domain containing 4A,FRMD4A,,,,
1554036_at,zinc finger and BTB domain containing 24,ZBTB24,,,,
1554037_a_at,zinc finger and BTB domain containing 24,ZBTB24,,,,
1554038_at,"La ribonucleoprotein domain family, member 1B",LARP1B,,,,
1554039_at,chromosome 14 open reading frame 159,C14orf159,,,,
1554041_at,transmembrane protein 239,TMEM239,,,,
1554042_s_at,transmembrane protein 239,TMEM239,,,,
1554043_a_at,,,,,,
1554044_a_at,melanocortin 2 receptor accessory protein,MRAP,,,,
1554045_at,zinc finger protein 24,ZNF24,,,,
1554047_at,thioredoxin domain containing 9,TXNDC9,,,,
1554049_s_at,DDB1 and CUL4 associated factor 8,DCAF8,,,,
1554050_at,"sphingomyelin phosphodiesterase, acid-like 3B",SMPDL3B,,,,
1554052_at,"CCR4-NOT transcription complex, subunit 1",CNOT1,,,,
1554053_at,"serine palmitoyltransferase, long chain base subunit 1",SPTLC1,,,,
1554057_at,ASH1L antisense RNA 1,ASH1L-AS1,,,,
1554059_at,SET domain and mariner transposase fusion gene,SETMAR,,,,
1554060_s_at,SET domain and mariner transposase fusion gene,SETMAR,,,,
1554062_at,Xg blood group,XG,,,,
1554063_at,ZHX1-C8orf76 readthrough,ZHX1-C8orf76,,,,
1554065_at,multivesicular body subunit 12B,MVB12B,,,,
1554067_at,chromosome 12 open reading frame 66,C12orf66,,,,
1554068_s_at,chromosome 12 open reading frame 66,C12orf66,,,,
1554069_at,EPH receptor A8,EPHA8,,,,
1554071_at,coiled-coil domain containing 67,CCDC67,,,,
1554072_s_at,coiled-coil domain containing 67,CCDC67,,,,
1554074_s_at,schlafen-like 1,SLFNL1,,,,
1554076_s_at,transmembrane protein 136,TMEM136,,,,
1554077_a_at,transmembrane protein 53,TMEM53,,,,
1554078_s_at,"DnaJ (Hsp40) homolog, subfamily A, member 3",DNAJA3,,,,
1554079_at,polypeptide N-acetylgalactosaminyltransferase 18,GALNT18,,,,
1554080_at,RCD1 required for cell differentiation1 homolog (S. pombe),RQCD1,,,,
1554082_a_at,nucleolar protein 9,NOL9,,,,
1554084_a_at,nucleolar protein 9,NOL9,,,,
1554085_at,DEAD (Asp-Glu-Ala-Asp) box polypeptide 51,DDX51,,,,
1554086_at,"tubulin, gamma complex associated protein 3",TUBGCP3,,,,
1554089_s_at,Shwachman-Bodian-Diamond syndrome /// Shwachman-Bodian-Diamond syndrome pseudogene 1,SBDS ,,,,
1554091_a_at,toll-interleukin 1 receptor (TIR) domain containing adaptor protein,TIRAP,,,,
1554093_a_at,"small nuclear RNA activating complex, polypeptide 5, 19kDa",SNAPC5,,,,
1554094_at,ectonucleoside triphosphate diphosphohydrolase 5,ENTPD5,,,,
1554095_at,RNA binding motif protein 33,RBM33,,,,
1554096_a_at,RNA binding motif protein 33,RBM33,,,,
1554097_a_at,MIR31 host gene (non-protein coding),MIR31HG,,,,
1554098_at,"spindlin family, member 3",SPIN3,,,,
1554099_a_at,"spindlin family, member 3",SPIN3,,,,
1554101_a_at,transmembrane and tetratricopeptide repeat containing 4,TMTC4,,,,
1554102_a_at,transmembrane and tetratricopeptide repeat containing 4,TMTC4,,,,
1554103_at,,,,,,
1554105_at,transmembrane protein 185A,TMEM185A,,,,
1554106_at,neurobeachin-like 1,NBEAL1,,,,
1554108_at,,,,,,
1554110_at,CUB domain containing protein 1,CDCP1,,,,
1554112_a_at,unc-51 like autophagy activating kinase 2,ULK2,,,,
1554113_a_at,"solute carrier family 4, sodium bicarbonate cotransporter, member 8",SLC4A8,,,,
1554114_s_at,slingshot protein phosphatase 2,SSH2,,,,
1554115_at,chromosome 5 open reading frame 58,C5orf58,,,,
1554116_s_at,"poly (ADP-ribose) polymerase family, member 11",PARP11,,,,
1554117_at,coiled-coil domain containing 60,CCDC60,,,,
1554119_at,U6 snRNA biogenesis 1,USB1,,,,
1554121_at,hydroxysteroid (17-beta) dehydrogenase 12,HSD17B12,,,,
1554122_a_at,hydroxysteroid (17-beta) dehydrogenase 12,HSD17B12,,,,
1554125_a_at,"neuroligin 4, Y-linked",NLGN4Y,,,,
1554126_at,methionine sulfoxide reductase B3,MSRB3,,,,
1554127_s_at,methionine sulfoxide reductase B3,MSRB3,,,,
1554128_at,adipogenin,ADIG,,,,
1554129_a_at,adipogenin,ADIG,,,,
1554131_at,coiled-coil serine-rich protein 2,CCSER2,,,,
1554132_a_at,coiled-coil serine-rich protein 2,CCSER2,,,,
1554133_at,RUN and FYVE domain containing 2,RUFY2,,,,
1554140_at,WD repeat domain 78,WDR78,,,,
1554141_s_at,WD repeat domain 78,WDR78,,,,
1554142_at,SUGT1 pseudogene 3,SUGT1P3,,,,
1554143_a_at,SUGT1 pseudogene 3,SUGT1P3,,,,
1554145_a_at,"protein phosphatase 1, regulatory subunit 21",PPP1R21,,,,
1554147_s_at,"MYCBP-associated, testis expressed 1",MAATS1,,,,
1554148_a_at,"solute carrier family 33 (acetyl-CoA transporter), member 1",SLC33A1,,,,
1554149_at,claudin domain containing 1,CLDND1,,,,
1554151_at,oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide),OGDH,,,,
1554152_a_at,oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide),OGDH,,,,
1554153_a_at,PHD finger protein 21A,PHF21A,,,,
1554154_at,ganglioside induced differentiation associated protein 2,GDAP2,,,,
1554155_at,microcephalin 1,MCPH1,,,,
1554156_a_at,WAP four-disulfide core domain 8,WFDC8,,,,
1554157_a_at,WAP four-disulfide core domain 8,WFDC8,,,,
1554158_at,"zinc finger, MYND-type containing 11",ZMYND11,,,,
1554159_a_at,"zinc finger, MYND-type containing 11",ZMYND11,,,,
1554160_a_at,zinc finger protein 446,ZNF446,,,,
1554161_at,"solute carrier family 25, member 27",SLC25A27,,,,
1554163_at,twist family bHLH transcription factor 2,TWIST2,,,,
1554165_at,"family with sequence similarity 53, member B",FAM53B,,,,
1554167_a_at,golgin A7,GOLGA7,,,,
1554168_a_at,SH3-domain kinase binding protein 1,SH3KBP1,,,,
1554170_a_at,metallo-beta-lactamase domain containing 1,MBLAC1,,,,
1554171_at,"zinc finger, MYM-type 3",ZMYM3,,,,
1554172_a_at,"zinc finger, MYM-type 3",ZMYM3,,,,
1554173_at,CD300 molecule-like family member b,CD300LB,,,,
1554175_at,CD300 molecule-like family member b,CD300LB,,,,
1554176_a_at,chromosome 3 open reading frame 33,C3orf33,,,,
1554177_a_at,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B)",ATP5S,,,,
1554178_a_at,"family with sequence similarity 126, member B",FAM126B,,,,
1554179_s_at,Ly6/neurotoxin 1,LYNX1,,,,
1554181_at,sorting nexin 32,SNX32,,,,
1554182_at,tripartite motif containing 73 /// tripartite motif containing 74,TRIM73 ,,,,
1554183_s_at,tripartite motif containing 73 /// tripartite motif containing 74,TRIM73 ,,,,
1554185_at,leucine carboxyl methyltransferase 1 pseudogene,LOC554206,,,,
1554187_at,leucine carboxyl methyltransferase 1 pseudogene,LOC554206,,,,
1554188_at,chromosome 11 open reading frame 53,C11orf53,,,,
1554190_s_at,"pleckstrin homology domain containing, family S member 1",PLEKHS1,,,,
1554192_s_at,tRNA methyltransferase 44 homolog (S. cerevisiae),TRMT44,,,,
1554193_s_at,"mannosidase, endo-alpha",MANEA,,,,
1554194_at,,,,,,
1554195_a_at,chromosome 5 open reading frame 46,C5orf46,,,,
1554196_at,izumo sperm-egg fusion 1,IZUMO1,,,,
1554198_at,SH3 and SYLF domain containing 1,SH3YL1,,,,
1554199_at,"protein tyrosine phosphatase, receptor type, O",PTPRO,,,,
1554201_at,calcium binding protein 4,CABP4,,,,
1554202_x_at,calcium binding protein 4,CABP4,,,,
1554203_at,GRIK1 antisense RNA 1,GRIK1-AS1,,,,
1554205_s_at,"islet cell autoantigen 1,69kDa-like",ICA1L,,,,
1554206_at,"trimethyllysine hydroxylase, epsilon",TMLHE,,,,
1554208_at,meiosis inhibitor 1,MEI1,,,,
1554210_at,"zinc finger, CCHC domain containing 13",ZCCHC13,,,,
1554212_s_at,"potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2",KCNS2,,,,
1554213_at,Rho guanine nucleotide exchange factor (GEF) 10,ARHGEF10,,,,
1554214_at,,,,,,
1554216_at,coiled-coil domain containing 132,CCDC132,,,,
1554217_a_at,coiled-coil domain containing 132,CCDC132,,,,
1554219_at,Homo sapiens cDNA clone IMAGE:5111296.,BC027448,,,,
1554220_a_at,Homo sapiens cDNA clone IMAGE:5111296.,BC027448,,,,
1554222_at,uncharacterized LOC284365,MGC45922,,,,
1554224_at,uncharacterized LOC101929497,LOC101929497,,,,
1554225_a_at,uncharacterized LOC101929497,LOC101929497,,,,
1554228_a_at,BAALC opposite strand,BAALCOS,,,,
1554229_at,CREB3 regulatory factor,CREBRF,,,,
1554231_a_at,zinc finger protein 396,ZNF396,,,,
1554232_a_at,,,,,,
1554233_at,C1q and tumor necrosis factor related protein 9 /// C1q and tumor necrosis factor related protein 9B,C1QTNF9 ,,,,
1554234_at,katanin p60 subunit A-like 2,KATNAL2,,,,
1554235_at,"catenin (cadherin-associated protein), alpha 3",CTNNA3,,,,
1554237_at,serologically defined colon cancer antigen 8,SDCCAG8,,,,
1554239_s_at,zinc binding alcohol dehydrogenase domain containing 2,ZADH2,,,,
1554240_a_at,"integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)",ITGAL,,,,
1554241_at,cochlin,COCH,,,,
1554242_a_at,cochlin,COCH,,,,
1554245_x_at,ADP-ribosylation factor-like 17A /// ADP-ribosylation factor-like 17B /// ADP-ribosylation factor-like protein 17-like,ARL17A ,,,,
1554246_at,chromosome 1 open reading frame 210,C1orf210,,,,
1554248_at,zinc finger protein 638,ZNF638,,,,
1554249_a_at,zinc finger protein 638 /// ZNF638 intronic transcript 1 (non-protein coding),ZNF638 ,,,,
1554250_s_at,stromal antigen 3-like 2 (pseudogene) /// stromal antigen 3-like 3 /// tripartite motif containing 73,STAG3L2 ,,,,
1554251_at,"heterochromatin protein 1, binding protein 3",HP1BP3,,,,
1554252_a_at,ceramide synthase 3,CERS3,,,,
1554253_a_at,ceramide synthase 3,CERS3,,,,
1554256_a_at,pecanex-like 2 (Drosophila),PCNXL2,,,,
1554258_a_at,"DnaJ (Hsp40) homolog, subfamily C, member 5 beta",DNAJC5B,,,,
1554259_at,G-protein signaling modulator 1,GPSM1,,,,
1554260_a_at,FRY-like,FRYL,,,,
1554261_at,kelch-like family member 29,KLHL29,,,,
1554262_s_at,kelch-like family member 29,KLHL29,,,,
1554264_at,cytoskeleton associated protein 2,CKAP2,,,,
1554266_at,,,,,,
1554268_at,MORN repeat containing 1,MORN1,,,,
1554271_a_at,centromere protein L,CENPL,,,,
